song_number,song_title,song_lyrics
244,يا يسوع من سبيلي للعلا,"244
مقام:
ميزان:
نظم: (8و7و10)
يَا يَسُوعُ مَنْ سَبِيلِي
لِلْعُلَى إِلَى ضِيَاكْ
أَنْتَ نُورِي وَدَلِيلِي
نَحْوَ أَمْجَادِ سَمَاكْ
سَأَسِيرُ حَيْثُ سِرْتَ
سَوْفَ أَتْبَعُ خُطَاكْ
وَأُرِيدُ مَا أَرَدْتَ
فَهَنَائِي فِي رِضَاكْ
يَا يَسُوعْ يَا طَرِيقِي لِلْعُلَى
مُرْشِدِي إِلَى السَّمَا
ثَبِّتَنَّ قَدَمِي قَدِّسَنَّ غَرَضِي
وَارْفَعَنَّ مُهْجَتِي فِي الطَّرِيقِ لِلْعُلَى
نَقِّ قَلْبِي وَلِسَانِي
وَأَزِلْ مِنِّي الْعُيُوبْ
وَاسْتَلِمْ مِنِّي كِيَانِي
يَا مُطَهِّرَ الْقُلُوبْ
اِجْذِبَنِّي لِلْعَلاَءِ
يَا إِلَهِيَ الْمَهُوبْ
قَدْ رَغِبْتُ فِي الْبَقَاءِ
مَعْكَ أَيُّهَا الْمَحْبُوبْ
يَا يَسُوعْ يَا طَرِيقِي لِلْعُلَى
مُرْشِدِي إِلَى السَّمَا
ثَبِّتَنَّ قَدَمِي قَدِّسَنَّ غَرَضِي
وَارْفَعَنَّ مُهْجَتِي فِي الطَّرِيقِ لِلْعُلَى"
245,بم يزكي طرقه,"245
الكلمات:
الناظم:
اللحن:
مقام: G
ميزان: 3/4
نظم: (8و6)
بِمَ يُزَكِّي طُرْقَهُ
وَيَسْتَنِيرُ الشَّابّْ
بِحِفْظِ كِلْمَةِ الْعَلِيّْ
وَالسَّيْرِ بِالصَّوَابْ
بِكُلِّ قَلْبِي طَالِبٌ
وَجْهَكَ يَا كَرِيمْ
فَاهْدِ طَرِيقِي دَائِمًا
فِي حَقِّكَ الْقَوِيمْ
خَبَأْتُ قَوْلَكَ الشَّهِيّْ
لِلدَّهْرِ فِي قَلْبِي
كَيْ لاَ أَكُونَ مُخْطِئًا
إِلَيْكَ يَا رَبِّي
أَنْتَ مُبَارَكٌ قَوِيّْ
يَا مُفْتَدِي النُّفُوسْ
كُنْ لِي دَوَامًا مُرْشِدًا
بِرُوحِكَ الْقُدُّوسْ
كَلامُ رَبِّي لَذَّتِي
لِلدَّهْرِ لاَ أَنْسَاهْ
وَبِوَصَايَاهُ أَنَا
أَلْهَجُ فِي الْحَيَاهْ
وَبِفَمِي حَسَبْتُهَا
قَلْبِي بِهَا مَسْرُورْ
هِيَ الْغِنَى كُلُّ الْغِنَى
فَخْرِي مَدَى الدُّهُورْ"
246,إني أحب الرب لا,"(إِنِّي أُحِبُّ الرَّبَّ لاَ
لأَرْبَحَ النَّعِيمْ
وَلاَ لِكَيْ أَنْجُو مِنَ
الْعَذَابِ فِي الْجَحِيمْ)
(لَكِنْ أُحِبُّهُ لأَنْ
لِي حُبُّهُ يَحْلُو
وَهْوَ الَّذِي مِنْ فَضْلِهِ
أَحَبَّنِي قَبْلُ)
(ذَاكَ الَّذِي مِنْ أَجْلِنَا
أُهِينَ كَالْعَبْدِ
وَاحْتَمَلَ الصَّلِيبَ
وَالْهُجُوعَ فِي اللَّحْدِ)
(وَهْوَ الْغَنِيُّ عَاشَ فِي
الأَرْضِ هُنَا فَقِيرْ
مِنْ أَجْلِ أَعْدَاءٍ فَهَلْ
لِذَاكَ مِنْ نَظِيرْ)
(أَبَعْدَ ذَا أَعْبُدُ مَنْ
أَزَالَ أَوْزَارِي
لِطَمَعٍ فِي أُجْرَةٍ
أَوْ خَوْفِي مِنْ نَارِ)
(كَلاَّ وَإِنَّمَا كَمَا
أَحَبَّنِي رَبِّي
وَقَدْ سَمَتْ صِفَاتُهُ
يُحِبُّهُ قَلْبِي)"
247,أنا لا أنساك,"247
نظمها: ملحم ذهبية
لحنها: Edmund Simon Lorenz
مقام: F
ميزان: 3/4
نظم: (8و6)
فِي وَسْطِ أَشْوَاكِ الْبَلاَ
تَنْزِفَ رِجْلاَيَ دَمَا
فَمَرْجِعِي وَعْدُ الْوَفَا
أَنَا لاَ أَنْسَاكَا
أَنَا لاَ أَنْسَاكَا أَنَا لاَ أَنْسَاكَا
وَوَعْدُهُ كُلَّ الدُّهُورْ
أَنَا لاَ أَنْسَاكَا
إِذْ عَنِّيَ الْمَوْتَ احْتَمَلْ
وَالْخَيْرُ فِيهِ مُشْتَمَلْ
فَالْوَعْدُ رَاسٍ كَالْجَبَلْ
أَنَا لاَ أَنْسَاكَا
أَنَا لاَ أَنْسَاكَا أَنَا لاَ أَنْسَاكَا
وَوَعْدُهُ كُلَّ الدُّهُورْ
أَنَا لاَ أَنْسَاكَا
إِذًا لِيَأْتِ أَيُّ حَالْ
خَيْرًا يَكُونُ أَوْ وَبَالْ
يَسُوعُ فَادِي النَّفْسِ قَالْ:
”أَنَا لاَ أَنْسَاكَا“
أَنَا لاَ أَنْسَاكَا أَنَا لاَ أَنْسَاكَا
وَوَعْدُهُ كُلَّ الدُّهُورْ
أَنَا لاَ أَنْسَاكَا"
248,عصفور دور إن سقط,"248
كتبها: نبيل وصفي بباوي
لحنها: نبيل وصفي بباوي
مقام: Cm
ميزان: 4/4
نظم: (8و7)
أَلْقِ عَلَى الرَّبِّ هَمَّكْ
فَهُوَ يَعُولُكَ
عِنْدَمَا يَغْشَاكَ لَيْلٌ
كُلُّ مَا فِيهِ ظَلاَمْ
يَغْدُو ذَا اللَّيْلُ مُنِيرًا
بِضِيَا رَبِّ السَّلاَمْ
رَبُّكَ مُؤْتِي الأَغَانِي
حَتَّى فِي وَسْطِ الآلامْ
يُبْدِلُ الْحُزْنَ بِفَرْحٍ
ثَابِتٍ عَلَى الدَّوَامْ
أَلْقِ عَلَى الرَّبِّ هَمَّكْ
فَهُوَ يَعُولُكَ
فَهْوَ لَمْ يُشْفِقْ عَلَى ابْنِه
بَلْ بَذَلْهُ لِلْفِدَاءْ
هَكَذَا اللهُ أَحَبَّكْ
مَانِحًا لَكَ الرَّجَاءْ
كَيْفَ أَيْضًا لاَ يَهَبْكَ
وَسْطَ ضِيقِكَ الْعَزَاءْ
كَيْفَ لاَ يَحْنُو عَلَيْكَ
رَافِعًا فَوْقَ الْعَنَاءْ
أَلْقِ عَلَى الرَّبِّ هَمَّكْ
فَهُوَ يَعُولُكَ
فَاتَّكِلْ عليهِ دومًا
واثقًا في وَعْدِهِ
مثلَ طِفْلٍ يستَرِيحُ
قلبُكَ فِي حِضْنِهِ
فَهْوَ لَمْ يَنْسَ رَضِيعًا
قَدْ نُسِي مِنْ أُمِّهِ
فَالْجَأَنْ إِلَيْهِ تَحْيَ
آمِنًا فِي سِتْرِهِ
أَلْقِ عَلَى الرَّبِّ هَمَّكْ
فَهُوَ يَعُولُكَ"
249,رنموا رنموا رنموا,"249
مقام:
ميزان:
نظم: (6و8و9)
رِوَايَةُ الْحُبِّ
حُبِّ الْفَادِي الْعَجِيبْ
رِوَايَةُ الْحُبِّ
بَانَتْ عَلَى الصَّلِيبْ
مَاتَ يَسُوعُ مُطِيعًا
وَارْتَقَى الْعَرْشَ شَفِيعًا
قُومُوا نُغَنِّ جَمِيعًا
تَرْنِيمَةَ الْحُبِّ
رَنِّمُوا رَنِّمُوا رَنِّمُوا
تَرْنِيمَةَ الْحُبِّ
رِوَايَةُ الْحُبِّ
حُبِّ الْفَادِي الأَمِينْ
رِوَايَةُ الْحُبِّ
أَعِدْهَا كُلَّ حِينْ
لِي فِيهَا كُلُّ الْكِفَايَه
فِيهَا الْعَزَا وَالْهِدَايَه
وَبِهَا حُسْنُ النِّهَايَه
رِوَايَةُ الْحُبِّ
رَنِّمُوا رَنِّمُوا رَنِّمُوا
تَرْنِيمَةَ الْحُبِّ
رِوَايَةُ الْحُبِّ
حُبِّ فَادِي الْخُطَاه
قَدْ مَلأتْ قَلْبِي
شَوْقًا لأَنْ أَرَاهْ
الرَّبُّ آتٍ سَرِيعًا
وَنُلاقِيهِ جَمِيعًا
نُهْدِيهِ سُبْحًا بَدِيعًا
تَرْنِيمَةَ الْحُبِّ
رَنِّمُوا رَنِّمُوا رَنِّمُوا
تَرْنِيمَةَ الْحُبِّ"
250,أي راحة لنا في,"250
الناظم: فيبي فارس
اللحن: بهجت عدلي
مقام:
ميزان:
نظم: (8)
أَبَانَا نَحْنُ فِي ابْنِكَ
نُقَدِّمُ الْحَمْدَ لَكَ
وَنَسْجُدُ لَكَ يَا مَنْ
تَجْثُو لَكَ الْمَلائِكَهْ
نَهْتِفُ كُلُّنَا لَكَ:
”لِيَتَبَارَكِ اسْمُكَ“
قَدْ كُنَّا أَبْنَاءَ الْغَضَبْ
وَبِالْخَطَايَا مُوثَقِينْ
حَرَّرَنَا يَا لَلْعَجَبْ
صِرْنَا بَنِينَ مَحْبُوبِينْ
نَهْتِفُ كُلُّنَا لَكَ:
”لِيَتَبَارَكِ اسْمُكَ“
أَعْطَيْتَنَا الرَّبَّ يَسُوعْ
وَلَهُ قَدْ أَعْطَيْتَنَا
فِي مَجْدِهِ أَشْرَكْتَنَا
إِذْ فِيهِ قَدِ اخْتَرْتَنَا
نَهْتِفُ كُلُّنَا لَكَ:
”لِيَتَبَارَكِ اسْمُكَ“
قَدْ وَعَدَ يَأْتِي لَنَا
نَعَمْ! سَيَأْتِينَا ابْنُكَ
هَا نَحْنُ فِي انْتِظَارِهِ
يَأْخُذُنَا لِبَيْتِكَ
نَهْتِفُ كُلُّنَا لَكَ:
”لِيَتَبَارَكِ اسْمُكَ“
هُنَاكَ نُعَظِّمُكَ
فِي نُورِكَ وَمَجْدِكَ
وَشَعْبُكَ جَمِيعُنَا
نُعِيدُ مَدْحَنَا لَكَ
نَهْتِفُ كُلُّنَا لَكَ:
”لِيَتَبَارَكِ اسْمُكَ“"
251,يا نفسي باركيه,"251
الكلمات:
الناظم:
اللحن:
مقام:
ميزان:
نظم: (11و10و7)
يَا نَفْسِي دَوْمًا بَارِكِي اسْمَ رَبِّي
غَنِّي بِحَمْدِ سَيِّدِي الْمَنَّانْ
وَبَارِكِيهِ مِنْ صَمِيمِ قَلْبِي
شُكْرًا لَهُ لاَ تَنْسَيِ الإِحْسَانْ
يَا نَفْسُ بَارِكِيهِ
بَارِكِي اسْمَهُ وَمَجِّدِيهِ
تَذَكَّرِي إِحْسَانَهُ وَاشْكُرِيهْ
يَشْفِيكِ مِنْ أَمْرَاضِكِ الْعَدِيدَهْ
وَيَغْفِرُ الآثَامَ وَالذُّنُوبْ
يُنْجِيكِ مِنْ ضِيقَاتِكِ الشَّدِيدَهْ
يُجَدِّدُ الشَّبَابَ وَالْقُلُوبْ
يَا نَفْسُ بَارِكِيهِ
بَارِكِي اسْمَهُ وَمَجِّدِيهِ
تَذَكَّرِي إِحْسَانَهُ وَاشْكُرِيهْ
وَكَابْتِعَادِ مَشْرِقٍ مِنْ مَغْرِبْ
الرَّبُّ عَنَّا أَبْعَدَ الآثَامْ
وَكَأَبٍ عَلَى بَنِيهِ يُشْفِقْ
رَبُّ الْفِدَا يُعْطِي لَنَا السَّلامْ
يَا نَفْسُ بَارِكِيهِ
بَارِكِي اسْمَهُ وَمَجِّدِيهِ
تَذَكَّرِي إِحْسَانَهُ وَاشْكُرِيهْ"
252,أحيا لربي حياة الوفاء,"252
مقام:
ميزان:
نظم: (10و7و6و8)
أَحْيَا لِرَبِّي حَيَاةَ الْوَفَاءْ
عَلَى الدَّوَامِ أَرُومُ رِضَاهْ
لِلْفَادِي أَرْفَعُ كُلَّ الْوَلاَءْ
فَأَحْظَى مِنْهُ بِمَجْدِ سَنَاهْ
فَيَا يَسُوعُ رَبِّي نَفْسِي لَكَ وَقَفْتْ
لأَنَّكَ بِالصَّلْبِ حَيَاتَكَ وَهَبْتْ
نَبَذْتُ مَا عَدَاكَ فَلَيْسَ لِي سِوَاكْ
اُمْلُكْ رَبِّي عَلَى قَلْبِي
فَأَحْيَا فِي رِضَاكْ
أَحْيَا لِمَنْ ذَاقَ الْمُرَّ الْمُذِيبْ
وَبِالصَّلِيبِ أَزَالَ الآثَامْ
أُجِيبُ نِدَاءَ الْحُبِّ الْعَجِيبْ
مُكَرِّسًا قَلْبِيَ بِالتَّمَامْ
فَيَا يَسُوعُ رَبِّي نَفْسِي لَكَ وَقَفْتْ
لأَنَّكَ بِالصَّلْبِ حَيَاتَكَ وَهَبْتْ
نَبَذْتُ مَا عَدَاكَ فَلَيْسَ لِي سِوَاكْ
اُمْلُكْ رَبِّي عَلَى قَلْبِي
فَأَحْيَا فِي رِضَاكْ
أَحْيَا لِرَبِّي فِي هَذِي الْحَيَاهْ
رِضَاهُ عَنْ شَخْصِي كَنْزِي الثَّمِينْ
أَسْعَى لِرِبْحِ نُفُوسِ الْخُطَاهْ
لِيَسْتَرِيحَ الْمُتْعَبُ الْمِسْكِينْ
فَيَا يَسُوعُ رَبِّي نَفْسِي لَكَ وَقَفْتْ
لأَنَّكَ بِالصَّلْبِ حَيَاتَكَ وَهَبْتْ
نَبَذْتُ مَا عَدَاكَ فَلَيْسَ لِي سِوَاكْ
اُمْلُكْ رَبِّي عَلَى قَلْبِي
فَأَحْيَا فِي رِضَاكْ
الكلمات:
الناظم:
اللحن:"
253,إذ لا أرى وجه الحبيب,"253
مقام:
ميزان:
نظم: (8)
إِذْ لاَ أَرَى وَجْهَ الْحَبِيبْ
فَالنُّورُ عِنْدِي كَالظَّلاَمْ
وَالشَّمْسُ تَبْدُو فِي الْمَغِيبْ
مَحْجُوبَةً خَلْفَ الْغَمَامْ
لَكِنْ مَتَى الْفَادِي الْعَجِيبْ
أَبْدَى الْمُحَيَّا بِابْتِسَامْ
تَصْفُو حَيَاتِي بَلْ تَطِيبْ
يَسْمُو ابْتِهَاجِي فِي الْخِتَامْ
عَرْفٌ زَكِيٌّ ذِكْرُهُ
أَحْلَى نَشِيدٍ لِلْقُلُوبْ
رَوْضٌ بَدِيعٌ نَشْرُهُ
جَلا مَحَا عَنِّي الْكُرُوبْ
إِنْ ضَاءَ فِيَّ نُورُهُ
لَمْ يَحْجُبِ الشَّمْسَ الْغُرُوبْ
بَلْ كَانَ عِنْدِي أَمْرُهُ
حُلْوًا شَفَى الْقَلْبَ التَّعُوبْ
الكلمات:
الناظم:
اللحن:"
254,إذا بحر هذي الحياة اضطرب,"254
نظمها: حبيب خوري
لحنها: Francis Henry Champneys
مقام: C
ميزان: 4/4
نظم: (11)
إِذَا بَحْرُ هَذِي الْحَيَاةِ اضْطَرَبْ
وَقَدْ ضِقْتَ ذَرْعًا وَخِفْتَ الْفَشَلْ
(فَعُدَّ الْمَرَاحِمَ تَلْقَ الْعَجَبْ
وَيُدْهِشْكَ رَبِّي بِمَا قَدْ فَعَلْ)
وَإِنْ كَانَ لِلْغَيْرِ رِبْحٌ وَمَالْ
فَفِي وَعْدِ فَادِينَا مِلْءُ الْغِنَى
(فَعُدَّ الْمَرَاحِمَ لَيْسَتْ تُنَالْ
سَمَاءٌ بِمَالٍ وَلاَ تُقْتَنَى)
وَإِنْ أَثْقَلَتْكَ هُمُومُ الْحَيَاهْ
وَأَمْسَى صَلِيبُكَ لاَ يُحْتَمَلْ
(فَعُدَّ الْمَرَاحِمَ تَلْقَ النَّجَاهْ
وَتُنْشِدْ نَشِيدَ الْهَنَا وَالأَمَلْ)
فَلاَ يَهُنِ الْعَزْمُ مِنْكَ وَلاَ
تَخَفْ، إِنَّ ربَّكَ فَوْقَ الْجَمِيعْ
(وَعُدَّ الْمَرَاحِمَ جُنْدُ الْعُلا
تُحِيطُكَ دَوْمًا بِسُورٍ مَنِيعْ)"
255,امسك يدي وقدني,"255 يا سيدي حين أرى نجومك
يَا سَيِّدِي حِينَ أَرَى نُجُومَكْ
وَكُلَّ مَا يَدُورُ فِي الأَفْلاَكْ
أَسْمَعُ صَوْتَ الرَّعْدِ فِي غُيُومِكْ
وَكُلَّهَا قَدْ صَنَعَتْ يَدَاكْ
1
نَفْسِي تُغَنِّي يَا مُخَلِّصِي
مَا أَعْظَمَكْ مَا أَعْظَمَكْ
ق
وَحِينَمَا أَسِيرُ فِي الأَدْغَالِ
وَأَسْمَعُ التَّغْرِيدَ فِي الأَغْصَانْ
يَنْحَدِرُ الْمَاءُ مِنَ الْجِبَالِ
خَرِيرُهُ يَأْتِي مَعَ الأَلْحَانْ
2
نَفْسِي تُغَنِّي يَا مُخَلِّصِي
مَا أَعْظَمَكْ مَا أَعْظَمَكْ
ق
وَعِنْدَمَا أَذْكُرُ كَيْفَ رَبِّي
بَذَلَ نَفْسَهُ عَنِ الْخُطَاهْ
بِدَمِهِ أَزَالَ كُلَّ ذَنْبِي
وَرَدَّنِي لِلسَّيْرِ فِي رِضَاهْ
3
نَفْسِي تُغَنِّي يَا مُخَلِّصِي
مَا أَعْظَمَكْ مَا أَعْظَمَكْ
ق
إِذْ يَقْدِمُ الْمَسِيحُ عَنْ قَرِيبِ
يَأْخُذُنِي إِلَى السَّمَا هُنَاكْ
مُبْتَهِجًا أَسْجُدُ لِلْحَبِيبِ
مُرَنِّمًا لَهُ مَا أَعْظَمَكْ
4
نَفْسِي تُغَنِّي يَا مُخَلِّصِي
مَا أَعْظَمَكْ مَا أَعْظَمَكْ
ق"
256,نفسي تغني يا مخلصي,"256
مقام: Eb
ميزان: 4/4
نظم: (7و4)
خُذْ بِيَدِي وَقُدْنِي كَمَا تَشَاءْ
حَتَّى أَرَى فِي لَيْلِي نُورَ السَّمَاءْ
يَسُوعُ سِرْ أَمَامِي فَأَتْبَعَكْ
وَحَيْثُمَا تَسِرْ بِي أَنَا مَعَكْ
فِي الضَّعْفِ قَوِّ عَزْمِي بِرَحْمَتِكْ
فَتَسْتَرِيحُ نَفْسِي بِنِعْمَتِكْ
كُلُّ اتِّكَالِي دَوْمًا رَبِّي عَلَيْكْ
أَبِيتُ مُطْمَئِنًّا بَيْنَ يَدَيْكْ
مَهْمَا يَكُنْ طَرِيقِي وَسْطَ الظَّلاَمْ
أَنَلْ بِفَضْلِ رَبِّي حُسْنَ الْخِتَامْ
اِمْسِكْ يَدِي وَقُدْنِي كَمَا تَشَاءْ
لِلَحْظَةِ اخْتِطَافِيَ لِلسَّمَاءْ
الكلمات:
الناظم:
اللحن:"
257,يا جميع من فديتم رنموا,"يَا جَمِيعَ مَنْ فُدِيتُمْ رَنِّمُوا
لِلْمَسِيحِ شَاكِرِينَ وَاهْتِفُوا
(عَنْ قَرِيبٍ سَوْفَ يَأْتِي فَافْرَحُوا
وَبِمَجْدِهِ سَنَحْظَى أَجْمَعِينْ)
فِي الصَّبَاح ِ سَوْفَ نَنْظُرُ الْحَبِيبْ
وَسَحَابَةُ الْمَتَاعِبِ تَغِيبْ
(وَدُمُوعُ الْحُزْن ِ تُنْسَى وَالنَّحِيبْ
وَبِمَجْدِهِ سَنَحْظَى أَجْمَعِينْ)
لَيْتَنَا نَسِيرُ دَوْمًا فِي حِمَاهْ
مُظْهِرِينَ فِي حَيَاتِنَا غِنَاهْ
(كَيْ يَكُونَ سَعْيُنَا وِفْقَ رِضَاهْ
وَبِمَجْدِهِ سَنَحْظَى أَجْمَعِينْ)
مَا أَنَا إِذًا هُنَا إِلاَّ غَرِيبْ
أَنْتَظِرْ مَجِيءَ فَادِيَّ الْقَرِيبْ
(يَأْخُذَنِّي أَسْكُنُ الْبَيْتَ الرَّحِيبْ
وَبِمَجْدِهِ سَنَحْظَى أَجْمَعِينْ)
يَا عَرِيسَ الْمَجْدِ أَسْرِ عْ بِالزِّفَافْ
هَا الْعَرُوسُ فِي انْتِظَارِ الاِخْتِطَافْ
(إِذْ يُكَمَّلُ السُّرُورُ وَالْهُتَافْ
وَبِمَجْدِكَ سَنَحْظَى أَجْمَعِينْ)"
